,amount,cost,datetime,fee,id,info,order,price,side,symbol,takerOrMaker,timestamp,type
66,0.0002,6.8260688e-05,2018-10-19T15:55:29.000Z,,98008483,"{'id': 98008483, 'pair': 'BIX_GUSD', 'price': '0.34130344', 'amount': '0.0002', 'time': 1539964529000, 'side': 2}",,0.34130344,sell,BIX/GUSD,,1539964529000,limit
67,0.0002,6.8260688e-05,2018-10-19T15:55:30.000Z,,98008504,"{'id': 98008504, 'pair': 'BIX_GUSD', 'price': '0.34130344', 'amount': '0.0002', 'time': 1539964530000, 'side': 2}",,0.34130344,sell,BIX/GUSD,,1539964530000,limit
68,0.0002,6.8260688e-05,2018-10-19T15:55:32.000Z,,98008518,"{'id': 98008518, 'pair': 'BIX_GUSD', 'price': '0.34130344', 'amount': '0.0002', 'time': 1539964532000, 'side': 2}",,0.34130344,sell,BIX/GUSD,,1539964532000,limit
69,0.0002,6.8260688e-05,2018-10-19T15:55:33.000Z,,98008522,"{'id': 98008522, 'pair': 'BIX_GUSD', 'price': '0.34130344', 'amount': '0.0002', 'time': 1539964533000, 'side': 2}",,0.34130344,sell,BIX/GUSD,,1539964533000,limit
70,0.0002,6.8260688e-05,2018-10-19T15:55:35.000Z,,98008537,"{'id': 98008537, 'pair': 'BIX_GUSD', 'price': '0.34130344', 'amount': '0.0002', 'time': 1539964535000, 'side': 2}",,0.34130344,sell,BIX/GUSD,,1539964535000,limit
71,0.0002,6.8260688e-05,2018-10-19T15:55:36.000Z,,98008549,"{'id': 98008549, 'pair': 'BIX_GUSD', 'price': '0.34130344', 'amount': '0.0002', 'time': 1539964536000, 'side': 2}",,0.34130344,sell,BIX/GUSD,,1539964536000,limit
72,0.0002,6.8260688e-05,2018-10-19T15:55:37.000Z,,98008558,"{'id': 98008558, 'pair': 'BIX_GUSD', 'price': '0.34130344', 'amount': '0.0002', 'time': 1539964537000, 'side': 2}",,0.34130344,sell,BIX/GUSD,,1539964537000,limit
73,0.0002,6.8260688e-05,2018-10-19T15:55:40.000Z,,98008586,"{'id': 98008586, 'pair': 'BIX_GUSD', 'price': '0.34130344', 'amount': '0.0002', 'time': 1539964540000, 'side': 2}",,0.34130344,sell,BIX/GUSD,,1539964540000,limit
74,0.0002,6.8260688e-05,2018-10-19T15:55:43.000Z,,98008611,"{'id': 98008611, 'pair': 'BIX_GUSD', 'price': '0.34130344', 'amount': '0.0002', 'time': 1539964543000, 'side': 2}",,0.34130344,sell,BIX/GUSD,,1539964543000,limit
75,0.0002,6.8260688e-05,2018-10-19T15:55:44.000Z,,98008612,"{'id': 98008612, 'pair': 'BIX_GUSD', 'price': '0.34130344', 'amount': '0.0002', 'time': 1539964544000, 'side': 2}",,0.34130344,sell,BIX/GUSD,,1539964544000,limit
76,0.0002,6.8260688e-05,2018-10-19T15:55:45.000Z,,98008621,"{'id': 98008621, 'pair': 'BIX_GUSD', 'price': '0.34130344', 'amount': '0.0002', 'time': 1539964545000, 'side': 2}",,0.34130344,sell,BIX/GUSD,,1539964545000,limit
77,0.0002,6.8260688e-05,2018-10-19T15:55:48.000Z,,98008645,"{'id': 98008645, 'pair': 'BIX_GUSD', 'price': '0.34130344', 'amount': '0.0002', 'time': 1539964548000, 'side': 2}",,0.34130344,sell,BIX/GUSD,,1539964548000,limit
78,0.0002,6.8260688e-05,2018-10-19T15:55:49.000Z,,98008656,"{'id': 98008656, 'pair': 'BIX_GUSD', 'price': '0.34130344', 'amount': '0.0002', 'time': 1539964549000, 'side': 2}",,0.34130344,sell,BIX/GUSD,,1539964549000,limit
79,0.0002,6.8260688e-05,2018-10-19T15:55:51.000Z,,98008677,"{'id': 98008677, 'pair': 'BIX_GUSD', 'price': '0.34130344', 'amount': '0.0002', 'time': 1539964551000, 'side': 2}",,0.34130344,sell,BIX/GUSD,,1539964551000,limit
80,0.0002,6.8260688e-05,2018-10-19T15:55:52.000Z,,98008683,"{'id': 98008683, 'pair': 'BIX_GUSD', 'price': '0.34130344', 'amount': '0.0002', 'time': 1539964552000, 'side': 2}",,0.34130344,sell,BIX/GUSD,,1539964552000,limit
81,0.0002,6.8260688e-05,2018-10-19T15:55:54.000Z,,98008702,"{'id': 98008702, 'pair': 'BIX_GUSD', 'price': '0.34130344', 'amount': '0.0002', 'time': 1539964554000, 'side': 2}",,0.34130344,sell,BIX/GUSD,,1539964554000,limit
82,0.0002,6.8260688e-05,2018-10-19T15:55:56.000Z,,98008726,"{'id': 98008726, 'pair': 'BIX_GUSD', 'price': '0.34130344', 'amount': '0.0002', 'time': 1539964556000, 'side': 2}",,0.34130344,sell,BIX/GUSD,,1539964556000,limit
83,0.0002,6.8260688e-05,2018-10-19T15:55:57.000Z,,98008732,"{'id': 98008732, 'pair': 'BIX_GUSD', 'price': '0.34130344', 'amount': '0.0002', 'time': 1539964557000, 'side': 2}",,0.34130344,sell,BIX/GUSD,,1539964557000,limit
84,0.0002,6.8260688e-05,2018-10-19T15:56:00.000Z,,98008752,"{'id': 98008752, 'pair': 'BIX_GUSD', 'price': '0.34130344', 'amount': '0.0002', 'time': 1539964560000, 'side': 2}",,0.34130344,sell,BIX/GUSD,,1539964560000,limit
85,0.0002,6.8260688e-05,2018-10-19T15:56:02.000Z,,98008764,"{'id': 98008764, 'pair': 'BIX_GUSD', 'price': '0.34130344', 'amount': '0.0002', 'time': 1539964562000, 'side': 2}",,0.34130344,sell,BIX/GUSD,,1539964562000,limit
86,0.0002,6.8260688e-05,2018-10-19T15:56:03.000Z,,98008771,"{'id': 98008771, 'pair': 'BIX_GUSD', 'price': '0.34130344', 'amount': '0.0002', 'time': 1539964563000, 'side': 2}",,0.34130344,sell,BIX/GUSD,,1539964563000,limit
87,0.0002,6.8260688e-05,2018-10-19T15:56:04.000Z,,98008789,"{'id': 98008789, 'pair': 'BIX_GUSD', 'price': '0.34130344', 'amount': '0.0002', 'time': 1539964564000, 'side': 2}",,0.34130344,sell,BIX/GUSD,,1539964564000,limit
88,0.0002,6.8260688e-05,2018-10-19T15:56:06.000Z,,98008802,"{'id': 98008802, 'pair': 'BIX_GUSD', 'price': '0.34130344', 'amount': '0.0002', 'time': 1539964566000, 'side': 2}",,0.34130344,sell,BIX/GUSD,,1539964566000,limit
89,0.0002,6.8260688e-05,2018-10-19T15:56:08.000Z,,98008809,"{'id': 98008809, 'pair': 'BIX_GUSD', 'price': '0.34130344', 'amount': '0.0002', 'time': 1539964568000, 'side': 2}",,0.34130344,sell,BIX/GUSD,,1539964568000,limit
90,0.0002,6.8260688e-05,2018-10-19T15:56:09.000Z,,98008815,"{'id': 98008815, 'pair': 'BIX_GUSD', 'price': '0.34130344', 'amount': '0.0002', 'time': 1539964569000, 'side': 2}",,0.34130344,sell,BIX/GUSD,,1539964569000,limit
91,0.0002,6.8260688e-05,2018-10-19T15:56:12.000Z,,98008843,"{'id': 98008843, 'pair': 'BIX_GUSD', 'price': '0.34130344', 'amount': '0.0002', 'time': 1539964572000, 'side': 2}",,0.34130344,sell,BIX/GUSD,,1539964572000,limit
92,0.0002,6.8260688e-05,2018-10-19T15:56:13.000Z,,98008849,"{'id': 98008849, 'pair': 'BIX_GUSD', 'price': '0.34130344', 'amount': '0.0002', 'time': 1539964573000, 'side': 2}",,0.34130344,sell,BIX/GUSD,,1539964573000,limit
93,0.0002,6.8260688e-05,2018-10-19T15:56:15.000Z,,98008862,"{'id': 98008862, 'pair': 'BIX_GUSD', 'price': '0.34130344', 'amount': '0.0002', 'time': 1539964575000, 'side': 2}",,0.34130344,sell,BIX/GUSD,,1539964575000,limit
94,0.0002,6.8260688e-05,2018-10-19T15:56:16.000Z,,98008868,"{'id': 98008868, 'pair': 'BIX_GUSD', 'price': '0.34130344', 'amount': '0.0002', 'time': 1539964576000, 'side': 2}",,0.34130344,sell,BIX/GUSD,,1539964576000,limit
95,0.0002,6.8260688e-05,2018-10-19T15:56:18.000Z,,98008879,"{'id': 98008879, 'pair': 'BIX_GUSD', 'price': '0.34130344', 'amount': '0.0002', 'time': 1539964578000, 'side': 2}",,0.34130344,sell,BIX/GUSD,,1539964578000,limit
96,0.0002,6.8260688e-05,2018-10-19T15:56:19.000Z,,98008888,"{'id': 98008888, 'pair': 'BIX_GUSD', 'price': '0.34130344', 'amount': '0.0002', 'time': 1539964579000, 'side': 2}",,0.34130344,sell,BIX/GUSD,,1539964579000,limit
97,0.0002,6.8260688e-05,2018-10-19T15:56:20.000Z,,98008899,"{'id': 98008899, 'pair': 'BIX_GUSD', 'price': '0.34130344', 'amount': '0.0002', 'time': 1539964580000, 'side': 2}",,0.34130344,sell,BIX/GUSD,,1539964580000,limit
98,0.0002,6.8260688e-05,2018-10-19T15:56:21.000Z,,98008909,"{'id': 98008909, 'pair': 'BIX_GUSD', 'price': '0.34130344', 'amount': '0.0002', 'time': 1539964581000, 'side': 2}",,0.34130344,sell,BIX/GUSD,,1539964581000,limit
99,0.0002,6.8260688e-05,2018-10-19T15:56:23.000Z,,98008924,"{'id': 98008924, 'pair': 'BIX_GUSD', 'price': '0.34130344', 'amount': '0.0002', 'time': 1539964583000, 'side': 2}",,0.34130344,sell,BIX/GUSD,,1539964583000,limit
100,0.0002,6.8260688e-05,2018-10-19T15:56:24.000Z,,98008926,"{'id': 98008926, 'pair': 'BIX_GUSD', 'price': '0.34130344', 'amount': '0.0002', 'time': 1539964584000, 'side': 2}",,0.34130344,sell,BIX/GUSD,,1539964584000,limit
101,0.0002,6.8260688e-05,2018-10-19T15:56:25.000Z,,98008932,"{'id': 98008932, 'pair': 'BIX_GUSD', 'price': '0.34130344', 'amount': '0.0002', 'time': 1539964585000, 'side': 2}",,0.34130344,sell,BIX/GUSD,,1539964585000,limit
102,0.0002,6.8260688e-05,2018-10-19T15:56:27.000Z,,98008945,"{'id': 98008945, 'pair': 'BIX_GUSD', 'price': '0.34130344', 'amount': '0.0002', 'time': 1539964587000, 'side': 2}",,0.34130344,sell,BIX/GUSD,,1539964587000,limit
103,0.0002,6.8260688e-05,2018-10-19T15:56:28.000Z,,98008960,"{'id': 98008960, 'pair': 'BIX_GUSD', 'price': '0.34130344', 'amount': '0.0002', 'time': 1539964588000, 'side': 2}",,0.34130344,sell,BIX/GUSD,,1539964588000,limit
104,0.0002,6.8260688e-05,2018-10-19T15:56:30.000Z,,98008972,"{'id': 98008972, 'pair': 'BIX_GUSD', 'price': '0.34130344', 'amount': '0.0002', 'time': 1539964590000, 'side': 2}",,0.34130344,sell,BIX/GUSD,,1539964590000,limit
105,0.0002,6.8260688e-05,2018-10-19T15:56:31.000Z,,98008976,"{'id': 98008976, 'pair': 'BIX_GUSD', 'price': '0.34130344', 'amount': '0.0002', 'time': 1539964591000, 'side': 2}",,0.34130344,sell,BIX/GUSD,,1539964591000,limit
106,0.0002,6.8260688e-05,2018-10-19T15:56:33.000Z,,98008984,"{'id': 98008984, 'pair': 'BIX_GUSD', 'price': '0.34130344', 'amount': '0.0002', 'time': 1539964593000, 'side': 2}",,0.34130344,sell,BIX/GUSD,,1539964593000,limit
107,0.0002,6.8260688e-05,2018-10-19T15:56:34.000Z,,98008994,"{'id': 98008994, 'pair': 'BIX_GUSD', 'price': '0.34130344', 'amount': '0.0002', 'time': 1539964594000, 'side': 2}",,0.34130344,sell,BIX/GUSD,,1539964594000,limit
108,0.0002,6.8260688e-05,2018-10-19T15:56:37.000Z,,98009009,"{'id': 98009009, 'pair': 'BIX_GUSD', 'price': '0.34130344', 'amount': '0.0002', 'time': 1539964597000, 'side': 2}",,0.34130344,sell,BIX/GUSD,,1539964597000,limit
109,0.0002,6.8260688e-05,2018-10-19T15:56:38.000Z,,98009025,"{'id': 98009025, 'pair': 'BIX_GUSD', 'price': '0.34130344', 'amount': '0.0002', 'time': 1539964598000, 'side': 2}",,0.34130344,sell,BIX/GUSD,,1539964598000,limit
110,0.0002,6.8260688e-05,2018-10-19T15:56:39.000Z,,98009031,"{'id': 98009031, 'pair': 'BIX_GUSD', 'price': '0.34130344', 'amount': '0.0002', 'time': 1539964599000, 'side': 2}",,0.34130344,sell,BIX/GUSD,,1539964599000,limit
111,0.0002,6.8260688e-05,2018-10-19T15:56:40.000Z,,98009040,"{'id': 98009040, 'pair': 'BIX_GUSD', 'price': '0.34130344', 'amount': '0.0002', 'time': 1539964600000, 'side': 2}",,0.34130344,sell,BIX/GUSD,,1539964600000,limit
112,0.0002,6.8260688e-05,2018-10-19T15:56:42.000Z,,98009055,"{'id': 98009055, 'pair': 'BIX_GUSD', 'price': '0.34130344', 'amount': '0.0002', 'time': 1539964602000, 'side': 2}",,0.34130344,sell,BIX/GUSD,,1539964602000,limit
113,0.0002,6.8260688e-05,2018-10-19T15:56:44.000Z,,98009073,"{'id': 98009073, 'pair': 'BIX_GUSD', 'price': '0.34130344', 'amount': '0.0002', 'time': 1539964604000, 'side': 2}",,0.34130344,sell,BIX/GUSD,,1539964604000,limit
114,0.0002,6.8260688e-05,2018-10-19T15:56:46.000Z,,98009092,"{'id': 98009092, 'pair': 'BIX_GUSD', 'price': '0.34130344', 'amount': '0.0002', 'time': 1539964606000, 'side': 2}",,0.34130344,sell,BIX/GUSD,,1539964606000,limit
115,0.0002,6.8260688e-05,2018-10-19T15:56:48.000Z,,98009108,"{'id': 98009108, 'pair': 'BIX_GUSD', 'price': '0.34130344', 'amount': '0.0002', 'time': 1539964608000, 'side': 2}",,0.34130344,sell,BIX/GUSD,,1539964608000,limit
116,0.0002,6.8260688e-05,2018-10-19T15:56:49.000Z,,98009117,"{'id': 98009117, 'pair': 'BIX_GUSD', 'price': '0.34130344', 'amount': '0.0002', 'time': 1539964609000, 'side': 2}",,0.34130344,sell,BIX/GUSD,,1539964609000,limit
117,0.0002,6.8260688e-05,2018-10-19T15:56:51.000Z,,98009125,"{'id': 98009125, 'pair': 'BIX_GUSD', 'price': '0.34130344', 'amount': '0.0002', 'time': 1539964611000, 'side': 2}",,0.34130344,sell,BIX/GUSD,,1539964611000,limit
118,0.0002,6.8260688e-05,2018-10-19T15:56:52.000Z,,98009128,"{'id': 98009128, 'pair': 'BIX_GUSD', 'price': '0.34130344', 'amount': '0.0002', 'time': 1539964612000, 'side': 2}",,0.34130344,sell,BIX/GUSD,,1539964612000,limit
119,0.0002,6.8260688e-05,2018-10-19T15:56:55.000Z,,98009154,"{'id': 98009154, 'pair': 'BIX_GUSD', 'price': '0.34130344', 'amount': '0.0002', 'time': 1539964615000, 'side': 2}",,0.34130344,sell,BIX/GUSD,,1539964615000,limit
120,0.0002,6.8260688e-05,2018-10-19T15:57:01.000Z,,98009216,"{'id': 98009216, 'pair': 'BIX_GUSD', 'price': '0.34130344', 'amount': '0.0002', 'time': 1539964621000, 'side': 2}",,0.34130344,sell,BIX/GUSD,,1539964621000,limit
121,0.0002,6.8260688e-05,2018-10-19T15:57:03.000Z,,98009228,"{'id': 98009228, 'pair': 'BIX_GUSD', 'price': '0.34130344', 'amount': '0.0002', 'time': 1539964623000, 'side': 2}",,0.34130344,sell,BIX/GUSD,,1539964623000,limit
122,0.0002,6.8260688e-05,2018-10-19T15:57:05.000Z,,98009236,"{'id': 98009236, 'pair': 'BIX_GUSD', 'price': '0.34130344', 'amount': '0.0002', 'time': 1539964625000, 'side': 2}",,0.34130344,sell,BIX/GUSD,,1539964625000,limit
123,0.0002,6.8260688e-05,2018-10-19T15:57:06.000Z,,98009248,"{'id': 98009248, 'pair': 'BIX_GUSD', 'price': '0.34130344', 'amount': '0.0002', 'time': 1539964626000, 'side': 2}",,0.34130344,sell,BIX/GUSD,,1539964626000,limit
124,0.0002,6.8260688e-05,2018-10-19T15:57:08.000Z,,98009258,"{'id': 98009258, 'pair': 'BIX_GUSD', 'price': '0.34130344', 'amount': '0.0002', 'time': 1539964628000, 'side': 2}",,0.34130344,sell,BIX/GUSD,,1539964628000,limit
125,0.0002,6.8260688e-05,2018-10-19T15:57:09.000Z,,98009263,"{'id': 98009263, 'pair': 'BIX_GUSD', 'price': '0.34130344', 'amount': '0.0002', 'time': 1539964629000, 'side': 2}",,0.34130344,sell,BIX/GUSD,,1539964629000,limit
126,0.0002,6.8260688e-05,2018-10-19T15:57:16.000Z,,98009315,"{'id': 98009315, 'pair': 'BIX_GUSD', 'price': '0.34130344', 'amount': '0.0002', 'time': 1539964636000, 'side': 2}",,0.34130344,sell,BIX/GUSD,,1539964636000,limit
127,0.0002,6.8260688e-05,2018-10-19T15:57:17.000Z,,98009326,"{'id': 98009326, 'pair': 'BIX_GUSD', 'price': '0.34130344', 'amount': '0.0002', 'time': 1539964637000, 'side': 2}",,0.34130344,sell,BIX/GUSD,,1539964637000,limit
128,0.0002,6.8260688e-05,2018-10-19T15:57:18.000Z,,98009333,"{'id': 98009333, 'pair': 'BIX_GUSD', 'price': '0.34130344', 'amount': '0.0002', 'time': 1539964638000, 'side': 2}",,0.34130344,sell,BIX/GUSD,,1539964638000,limit
129,0.0002,6.8260688e-05,2018-10-19T15:57:20.000Z,,98009353,"{'id': 98009353, 'pair': 'BIX_GUSD', 'price': '0.34130344', 'amount': '0.0002', 'time': 1539964640000, 'side': 2}",,0.34130344,sell,BIX/GUSD,,1539964640000,limit
130,0.0002,6.8260688e-05,2018-10-19T15:57:21.000Z,,98009362,"{'id': 98009362, 'pair': 'BIX_GUSD', 'price': '0.34130344', 'amount': '0.0002', 'time': 1539964641000, 'side': 2}",,0.34130344,sell,BIX/GUSD,,1539964641000,limit
131,0.0002,6.8260688e-05,2018-10-19T15:57:23.000Z,,98009375,"{'id': 98009375, 'pair': 'BIX_GUSD', 'price': '0.34130344', 'amount': '0.0002', 'time': 1539964643000, 'side': 2}",,0.34130344,sell,BIX/GUSD,,1539964643000,limit
132,0.0002,6.8260688e-05,2018-10-19T15:57:24.000Z,,98009385,"{'id': 98009385, 'pair': 'BIX_GUSD', 'price': '0.34130344', 'amount': '0.0002', 'time': 1539964644000, 'side': 2}",,0.34130344,sell,BIX/GUSD,,1539964644000,limit
